ID	source	mbfc	date	text	RE	HI	CO	MO	EC
314	thedailycaller	right_bias	2018-10-01	"Enviro Lawyer's Comments At NYC's Climate Week Could Sink City's Climate Crusade One of the attorneys heading New York City's climate litigation made comments in September that could seriously harm the city's mission to sue oil companies for contributing to global warming. New York City's climate lawsuits are ultimately designed to target the industry's financial bottom line, Susan Amron, the chief of the environmental law division of the New York City Law Department, said at a Sept. 26 panel discussion during the Climate Week NYC."" o, we're not saying you can't use fossil fuels, that's a different part of the city's efforts,"" Amron said during the panel, noting also that the lawsuit is designed to impress on companies the need to ""internalize the costs"" fossil fuels impose on cities. She appeared to contradict herself a few sentences later, telling the audience that the intent is really to eliminate the oil industry's license to operate. ""And really what we're trying to do is affect the bottom line- the financial equation for the use of fossil fuels,"" she said."" e just acted, and I want to urge every city, every county, every state to do the same – divest. Divest from the fossil fuel industry,"" De Blasio told the Vermont Democrat at the time. ""Let's help bring the death knell to this industry that's done so much harm."" The lawsuit was dismissed in July a handful of months after De Blasio made his comment. Judge John Keenan wrote in his opinion at the time that legislative branch was the appropriate arena to address global warming. NYC's lawsuit does appear to suggest the intent is not to destroy but rather to mitigate harm."" he City does not seek to impose liability on Defendants for their direct emissions of greenhouse gases and does not seek to restrain Defendants from engaging in their business operations,"" the city wrote in its complaint. Amron's admission will likely create challenges for the city's appeal, which is slated to begin in front of the U.S. Second Circuit Court of Appeals soon. Neither Amron nor New York City's Law Department have responded to The Daily Caller News Foundation's request for an explanation about the lawsuit is designed to hammer the oil industry or for mitigation purposes. Other climate lawsuits across the country are similarly on the ropes. Cities in California, Colorado and Rhode Island have also filed similar lawsuits against energy producers over the past year. They argue that Exxon and others should pony-up money for mitigation efforts designed to forestall the effects from climate change.A judge dismissed lawsuits in Oakland and San Francisco, arguing that the U.S. Congress is only the governmental body responsible for enacting policies needed to mitigate global warming. Manufacturers and conservative groups worry trial attorneys are behind the spat of climate litigation. Hagens Berman Sobol Shapiro LLP handled lawsuits on behalf of the two California cities and New York City in exchange for a percentage of any winnings, called a contingency fee. (RELATED: Trial Lawyers Handling Cities' Global Warming Lawsuits Stand To Make Billions)Hagens Berman stood to earn billions of dollars in contingency fees depending on the total winnings, from a favorable judgement against oil companies. The three cities claimed billions of dollars' worth of damage from global warming induced by fossil fuels."	False	False	True	False	True
315	foxnews	right_bias	2018-09-19	"California Gov. Brown on Trump: 'Something's got to happen to this guy... he's going to undermine America' California Gov. Jerry Brown ramped up his criticism of President Trump in an interview that aired Monday – calling the president a ""saboteur"" in the fight to combat climate change and saying that ""something's got to happen to this guy."" Speaking to MSNBC's Andrea Mitchell at an environmental summit in San Francisco last week, Brown tore into Trump for the president's controversial tweets about the death toll in Puerto Rico from last year's Hurricane Maria and urged voters to vote for Democrats in November's midterm elections in an effort to  thwart Trump's agenda."" e never had a president who was engaged in this kind of behavior,"" Brown said. ""I mean he's not telling the truth; he keeps changing his mind; he's sabotaging the world order in many respects."" Brown added: ""It's unprecedented, it's dangerous, and hopefully this election is going to send a strong message to the country; the Democrats will win…something's got to happen to this guy, because if we don't get rid of him, he's going to undermine America and even the world."" Under Brown, California has become one of the main opponents to the Trump administration's policies on everything from land use to immigration. But there is perhaps no area where California has been more combative against  the White House agenda than the environment."" alifornia has positioned itself as the center of the Trump resistance,"" Jessica Levinson, a clinical law professor at Loyola Law School in Los Angeles, told Fox News. ""It's bloody combat."" Earlier this month, Brown signed two pieces of legislation effectively banning the construction of any new offshore oil and gas pipelines in the state's waters. The new laws are meant to thwart a Trump plan to open nearly 1.7 billion acres of coastal waters to drilling. Shortly before the climate conference began last week, the governor also put his signature on legislation phasing out electricity in the state produced by fossil fuels by 2045."" t's really extraordinary that the president can deny science like that,"" Brown told MSNBC of Trump's questioning the veracity of climate change. ""It's bad, and how we counteract it is with a climate summit, with normal people respecting the truth, and communicating that with other normal people, and combating the President of the United States in what are lies, distortions, and quite frankly, bizarre behavior."" Brown's criticism of Trump appears to have fallen on deaf ears at the White House, as the administration announced on Tuesday that it was rolling back an Obama-era rule meant to curb climate-changing pollution and easing restrictions on energy companies that allow huge volumes of natural gas to escape after drilling it from U.S. lands. The move rescinds much of a 2016 rule adopted under President Barack Obama that forced energy companies to capture methane, a key contributor to climate change. The replacement rule from the Interior Department does not have the same mandates for companies to reduce gas pollution. It comes a week after the U.S. Environmental Protection Agency proposed weakening a similar rule for emissions from public and private lands."" We're for clean air and water, but at the same time, we're for reasonable regulations,"" Deputy Interior Secretary David Bernhardt told reporters. The Associated Press contributed to this report."	True	False	True	False	False
316	thedailycaller	right_bias	2018-06-18	"This Obama-Era UN-EPA Agreement Has To Go As the Trump White House continues its cleanup of the mess — foreign and domestic — left behind by the Obama administration, it should toss out a little-noticed document that entangles the U.S. in some of the worst schemes ever cooked up by U.N. bureaucrats and their cronies in the global environmental movement. On September 16, 2016, the Obama EPA entered into a memorandum of understanding (MOU) with the United Nations Environmental Programme (UNEP). Concluded just a few weeks before the 2016 presidential election, the MOU bears the signature for the U.S. of then-EPA Administrator Gina McCarthy. In the document, UNEP and the Obama EPA vow to ""consolidate, further develop and intensify their cooperation and effectiveness to achieve their common goals and objectives in the field of the environment."" And therein lies the problem. For the ""common goals and objectives"" shared by the U.N. body and the Obama administration are specifically crafted to hamstring American fossil-fuel energy development, promote an assortment of politically fashionable, but otherwise uncompetitive, green technologies and products, and perpetuate the deplorable living conditions in the world's poorest countries. An Instrument of the Paris Climate AccordThe document was signed nine months after the adoption of the U.N.-sponsored Paris climate accord, and the wording of the MOU leaves little doubt that it was seen as an instrument to underscore America's commitment to curtail its production and use of energy in the name of combatting climate change. Thus, UNEP and the Obama EPA agreed to ""cooperate on responses to climate change,"" including mitigating greenhouse gas emissions, reducing short-lived climate forcers and supporting adaptation and resilience to climate change. Taking these and similar steps, the MOU says, will enable the advance ""toward green economies and resource-efficient societies through collaborative activities to promote and support sustainable consumption and production."" In truth, ""green economies"" are those with taxpayer-subsidized and government-mandated renewable energy (primarily wind and solar). And what constitutes ""sustainable consumption and production"" is in the eyes of the beholding bureaucrat, empowered either by the administrative regulatory state or by legislation adopted at the behest of deep-pocketed special interests. All of this is to be pursued through jointly held symposia, seminars, workshops, study tours, collaborative research and development projects, exchanges and training programs and other forms of cooperation that strengthen the bonds between UNEP and the U.S. Under the MOU, each side is to name a ""Senior Coordinator"" to oversee the holding of ""regular joint meetings on matters of common interest."" To make sure the two sides stay in touch, ""such meetings are to take place at least once every six months in accordance with an agenda approved by them in advance of every meeting."" The outfit the Obama administration teamed up within the MOU, UNEP, was founded in 1972 by wealthy Canadian businessman Maurice Strong; it is headquartered in Nairobi, Kenya and has an office conveniently located in Washington, D.C. Strong (1929–2015) was Under-Secretary-General of the U.N. when he founded UNEP and was an early advocate for combatting what he said was human-induced climate change, then known as global warming. In keeping with Strong's vision, UNEP has worked closely with the Bonn-based United Nations Framework Convention on Climate Change (UNFCCC). For its part, UNFCCC has enthusiastically spread climate alarmism and gone to extraordinary lengths to deny the residents of the world's poorest access to reliable and affordable electricity and transportation fuel, thereby perpetuating their poverty. Given UNEP's pedigree and the Obama administration's unbridled hostility to fossil fuels, President Trump should scrap the UNEP-EPA MOU. Trump and EPA Administrator Scott Pruitt inherited the MOU from their predecessors and are under no obligation to adhere to its content. The White House has already withdrawn from the Paris climate accord, and President Trump chose to skip the climate-change session at the recent G7 meeting in Quebec. Continued fealty to the Obama-era MOU runs counter to the president's goal of American global energy dominance, which is anchored to our abundance of oil, natural gas, and coal. The ties that bound the UN and the Obama administration should not be allowed to constrain the choices of everyday Americans. Even if the MOU is ""non-binding,"" so, too, are the commitments all parties agreed to under the Paris climate accord.  But recognizing the threat the Paris accord posed to U.S. energy security, the Trump White House wisely walked away from it. The UNEP-EPA memorandum is little more than an implementation tool of the Paris agreement and should suffer the same fate. Both are part of what is, at its core, a decidedly anti-American agenda. Bonner R. Cohen, Ph.D, is a senior policy analyst with the Committee for a Constructive Tomorrow (CFACT). The views and opinions expressed in this commentary are those of the author and do not reflect the official position of The Daily Caller."	True	True	True	False	True
317	thedailycaller	right_bias	2018-08-31	"'Almost Always False': Book Debunks Activist Spin On Natural Disasters And Global Warming Statements from activists and politicians linking natural disasters to man-made global warming ""are almost always false,"" according to a book debunking misinformation about climate science. The newest version of the book ""The Rightful Place of Science: Disasters & Climate Change,"" by University of Colorado professor Roger Pielke Jr., takes on the often false claims peddled in the media about global warming and disasters, from hurricanes to floods to droughts."" very time there is a disaster, politicians, journalists, and scientists unfailingly spring to life to tell us that the disaster and the costs and suffering that accompanied it were associated with, linked to, or even caused by climate change,"" Pielke wrote in his newly updated book."" uch statements, as I'll show in this book, are almost always false,"" he wrote. While no skeptic of man-made warming, Pielke painstakingly goes through peer-reviewed scientific assessments, separating the science from the media spin when it comes to natural disasters. (RELATED: Dan Rather Claims That Global Warming 'Rarely Tops The Headlines.' Is That True?)Pielke's motivation in releasing an updated version of his book, initially published in 2014, was he saw the issue of extreme weather become ""politicized."" Now, journalists and politicians are tying every weather event to man-made warming, despite the lack of scientific evidence. For example, The New Republic's Emily Atkin recently called for journalists to put every weather event in the context of global warming. Her call even got a reaction from NPR, which defended its reporting but was sympathetic to her message. Popular figures, like Bill Nye the ""Science Guy"" and former Vice President Al Gore, routinely link natural disasters to global warming. California Democratic Gov. Jerry Brown blamed the intense wildfires in his state on a ""new normal"" from a warming climate. But the most thorough scientific assessments show no increasing trends in global frequency or intensity for many types of disasters, including hurricanes, floods, droughts and wildfires."" hile political spin doctors often find ways to parse language and statistics to say things that are plausibly defensible but which are ultimately misleading or just wrong, for me such misrepresentations have gone too far in an area where I have some considerable expertise,"" Pielke wrote."" he willingness of some in the media and the scientific community to offer false or misleading claims does not offer a route to scientific integrity,"" Pielke wrote. Pielke gives many examples of this, including The New York Times' hyping of the National Climate Assessment (NCA) special report released in 2017. The Times claimed the NCA showed how ""every part of the country has been touched by warming, from droughts in the Southeast to flooding in the Midwest to a worrying rise in air and ground temperatures in Alaska, and conditions will continue to worsen."" The article went on to quote Penn State University's Michael Mann to bolster its claim. But Pielke was quick to point how the NCA did not support The Times' sweeping claims about warming. Anyone ""claiming that new US climate report supports attributing trends in extremes to human causes is just wrong,"" Pielke said at the time. However, Pielke has paid a price for pointing out inconvenient truths about extreme weather and global warming. Pielke's career been targeted by Democratic lawmakers and activist journalists to impress a billionaire donor."" his stance has ultimately led me to being systematically attacked any time I make a public statement about climate change, in effect railroading me out of the climate debate as an unwelcome voice,"" Pielke wrote. ""While this is often extremely frustrating, I remain committed to doing the best job I can analyzing data on climate and disasters in ways that are transparent and grounded in evidence."""	False	False	True	False	False
320	thedailycaller	right_bias	2018-06-15	"The Pope And Big Oil Agree: You Should Pay More For Energy Energy and investment executives who met with Pope Francis earlier in June stood mostly in agreement that a tax on carbon emissions is the best path forward to combating climate change. Pope Francis hosted a two-day summit at the Vatican on June 8 and 9, inviting key players in the oil and gas industry for a back-and-forth discussion on climate change. The leader of the Catholic Church encouraged executives to give up fossil fuels and embrace renewable energy technology. The meeting was just the latest in a series of public moves the pope has made against traditional forms of electricity production. Most who took part in the summit agreed that a fee on carbon emissions is pivotal in reforming the U.S. energy sector, according to an Axios report. Ernest Moniz, who served as an energy secretary under the Obama administration, took part in the summit and said ""one of the areas of focus was carbon pricing to create market incentives for the transition to a low-carbon system."" Key members who met with Pope Francis include: ExxonMobil Chief Executive Darren Woods, BP CEO Bob Dudley, Equinor CEO Eldar Saetre and numerous others. The idea of a carbon tax — a fee charged onto companies according to the amount of carbon emissions their plants emit into the atmosphere — has been recommended as a ""market friendly"" method to controlling CO2 pollution. While carbon tax proposals appeared popular at the Vatican, it has not garnered the same amount of support in Congress. Majority Whip Steve Scalise and West Virginia Rep. David McKinley introduced a House resolution in April that explicitly condemns a tax on carbon dioxide pollution. (RELATED: Pope Criticizes Oil Executives, Silent On Ireland Legalizing Abortion)In a public letter of support for Scalise's resolution, a group of conservative organizations claimed that a carbon tax would ultimately result in a loss of jobs and higher electricity bills: ""For example, a 2014 Heritage Foundation report found that a $37 per ton carbon tax would lead to a loss of more than $2.5 trillion in aggregate gross domestic product by 2030. That is more than $21,000 in income loss per family,"" a portion of the letter read. ""In addition, a carbon tax would cost over 500,000 jobs in manufacturing and more than 1 million jobs by 2030. According to a 2013 CBO report, a carbon tax is highly regressive."" House members have yet to vote on the anti-carbon tax resolution. However, the lower chamber of Congress passed a similar version in June 2016, collecting six Democratic votes and zero Republicans opposition. Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact licensing@dailycallernewsfoundation. org."	True	False	True	True	True
322	thedailycaller	right_bias	2018-11-27	"House Republicans Back Another Carbon Tax Bill That's Bound To Fail Two Republican House members have signed their name onto bipartisan carbon tax legislation, a bill that stands virtually zero chance of passing during the lame duck session. GOP Reps. Brian Fitzpatrick of Pennsylvania and Francis Rooney of Florida are to introduce a carbon tax bill on Tuesday alongside Florida Democratic Rep. Ted Deutch. The Energy Innovation and Carbon Dividend Act, if passed, would slap a $15-per-metric-ton carbon fee on fossil fuel industries. While the bill has little chance of passing, it is intended to spark a debate over carbon pricing as the Democratic Party prepares to take over the lower chamber of Congress."" ore than a dozen federal agencies just warned us that if we don't take dramatic action, climate change will knock 10 percent off of our GDP by the end of this century,"" Deutch, the bill's Democratic co-sponsor, stated to Bloomberg Environment. ""Putting a price on carbon can help change the behavior of polluters. We hope our bipartisan bill will spur action on climate change before it's too late."" That $15-per-metric-ton fee would increase by $10 every year until reaching certain carbon emission targets. In order to shield citizens from higher fossil fuel prices, revenue from the tax would be given back out to households. Sponsors of the legislation believe it would slash greenhouse gas emissions by one-third over a 10-year period and a 90 percent cut by 2050, compared to 2015 emission levels. The Energy Innovation and Carbon Dividend Act is notable in that it's the first bipartisan carbon tax bill introduced in Congress in about 10 years. However, given the GOP will control the Senate and White House for at least the next two years, it's passage appears quite bleak. The bill comes not long after an outgoing Republican lawmaker, Rep. Carlos Curbelo, introduced a carbon tax bill of his own this year. Cureblo's bill was more stringent, calling for a $24-per-ton fee on carbon. Much like the new bipartisan bill, Curbelo's was doomed to fail from the beginning — and he endured attack ads from the right for even introducing it. Long considered one of the most at-risk Republicans heading into Election Day, Curbelo went on to lose his Miami area House seat to a Democratic challenger. Curbelo was one among many moderate Republicans on the Climate Solutions Caucus who lost re-election. Altogether, 13 GOP members of the bipartisan climate group lost their elections, and numerous others chose to retire. (RELATED: A Growing Number Of Democrats Are Signing On To Ocasio-Cortez's Green New Deal)Republicans Fitzpatrick and Rooney, both members of the Climate Solutions Caucus, survived their re-elections — and both will continue to work with Democrats on various climate change bills in the next legislative session. Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact licensing@dailycallernewsfoundation. org."	False	False	False	False	True
324	thedailycaller	right_bias	2018-12-12	"Exclusive: Scientist Bullied By University Of Washington Faculty, Students For Climate Change Heresies Speaks Out Climate scientist Cliff Mass is speaking out against ""academic political bullying"" from University of Washington faculty and students, stemming from Mass's rejection of a carbon tax initiative favored by activists."" cience can only flourish when there is tolerance for a diversity of viewpoints and ideas,"" Mass told The Daily Caller News Foundation. ""Name calling and politicization of science are toxic to the scientific enterprise, and undermines our credibility in the general community."" I am hopeful that the exposure of such intolerance will lead to an improved working environment in my department and among others in my discipline,"" Mass said via email Wednesday. Climate scientist Judith Curry detailed in a blog post Wednesday the actions UW and student activists have taken against Mass in recent months. Curry said Mass was a ""victim of academic political bullying."" There are clearly UW faculty ""that don't like Cliff Mass,"" including, his department chair, and ""most fundamentally, they seem to dislike that his blog is getting in the way of their own political advocacy,"" Curry wrote. Mass joined UW's Atmospheric Sciences Department in 1982 where he specializes in numerical weather modeling and weather patterns in the Pacific Northwest. Mass also publishes a science blog and has a popular weekly radio show. (RELATED: TheDCNF Asked Paris Climate Accord Backers If They'd Support Banning Private Jets. Most Didn't Respond)Mass is no global warming ""denier"" as many critics try to label him. Mass has repeatedly called global warming a serious threat and supported policies, including carbon taxes, to cut carbon dioxide emissions. Despite his agreement with the climate consensus, Mass has increasingly come under fire from activists for not toeing the alarmist line when it comes to blaming extreme weather events on global warming. What seems to have driven Mass's critics over the edge this time was the atmospheric scientist's public opposition to a Washington state carbon tax ballot initiative, called I-1631. In particular, critics went after a blog post Mass wrote in mid-October detailing why he opposed I-1631. Voters overwhelmingly rejected the carbon tax measure in November, despite support from Gov. Jay Inslee and other Democrats."" -1631 will be a trough of billions of dollars of cash for left-leaning social action and 'progressive' groups, and dealing with climate change will be a secondary priority,"" Mass wrote in a blog post with a picture of pigs feeding at a trough. The picture has since been removed. The imagery of pigs feeding at a trough has long been used to describe special interest groups trying to syphon off government spending. State spending seen as wasteful or geared toward a special interest is often called ""pork"" or ""pork barrel"" spending. However, UW students and climate activists claimed it was ""racist.""I-1631 campaigner Izzy Goodman tweeted in October that ""this alone proves that he is a blatant racist (which is probably why his climate policies are too!)."" She later added, ""[UW] you going to stand for this?""When Mass tried to reason with her, UW philosophy Ph.D. candidate Alex Lenferna tweeted, ""Calling you racist for saying racist things is not name calling, it's an accurate description."" The post showed Mass's ""small [government], racist, anti-working class view,"" tweeted Lenferna, who also campaigned for I-1631. Student activists didn't stop at Twitter insults. Curry, who spoke at length with Mass about the events, wrote, ""The attacks ramped up when a group of students complained to the Assistant Dean for Diversity, Equity and Inclusion."" Curry said the students accused Mass of ""deception, being on the payroll of oil companies, purposely obfuscating with multiple twitter accounts, racism, misogyny, tokenism, Trumpism."" Rather than meet with Cliff Mass to discuss, the Assistant Dean sent a mass email to the faculty of the Atmospheric Sciences Department"" echoing student complaints,"" Curry wrote. The assistant dean's email claimed the blog had ""imagery and text that was racially insensitive and caused offense to a significant number of members in the departmental community."" The assistant dean made no attempt to contact Mass or try to ""understand that there was no racism evident or intended, and that the image in question was quickly removed from the blog post,"" Curry wrote. The matter didn't end there, however, and Atmospheric Sciences Department Chair Dale Durran ""sent a mass email to the Department faculty including the link to Lenferna's post, and voicing concern about Mass' behavior and 'racism,'"" Curry noted. Durran held a faculty-wide meeting on Dec. 4. Durran reportedly took control of the meeting and even prevented Mass from finishing his opening remarks. (RELATED: Washington Governor Warns 'There Is Not Survival' From Climate Change. That Is, Unless His Policies Are Adopted)Durran ""hectored Mass throughout the meeting,"" Curry wrote. ""The activist students were true to form, hurling all kinds of insulting, personal and inappropriate remarks"" as Mass sat through the inquisition. Duran was an ardent supporter of I-1631. Durran got 21 of his colleagues to sign a public letter, published in The Seattle Times in late October, endorsing the carbon tax ballot measure."" ow is the time to take a big step to kick our carbon habit,"" Durran and his colleagues wrote. However, Curry reported that ""several faculty members felt uncomfortable signing this,"" including one who told her they actually voted against the measure. Durran did not respond to TheDCNF's request for comment. Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact licensing@dailycallernewsfoundation. org."	False	True	True	True	False
326	drudgereport	right_bias	2018-07-15	"Company bans meat for employees on business... If WeWork employees want a burger while on business, the money is coming out of their own pockets. The global workplace startup told employees this week that the company will ban employees from expensing meals that contain red meat, pork or poultry, Bloomberg reported. The company won't provide meat for events at its 400 locations, either — part of an effort to reduce its environmental footprint."" New research indicates that avoiding meat is one of the biggest things an individual can do to reduce their personal environmental impact, even more than switching to a hybrid car,"" WeWork co-founder Miguel McKelvey said in an email to staffers. The no-meat policy will also affect self-serve food kiosks at many of WeWork's 400 locations worldwide, according to Bloomberg. Employees wanting ""medical or religious"" exceptions can hash those out with a company policy team. More: As co-working grows up, niche spaces take center stageWeWork boasts 6,000 employees worldwide, according to Bloomberg. The company estimates its no-meat policy will save 15,507,103 animals by 2023, according to Business Insider, along with 16.6 billion gallons of water and 445.1 million pounds of carbon dioxide, the heat-trapping gas that alters Earth's climate. WeWork confirmed the policy change to both news outlets. WeWork is perhaps the most well-known company to emerge offering co-working spaces to freelancers, small businesses and even employees of large companies such as Microsoft. The Motley Fool named it one of the top five most valuable startups in America."	False	False	False	False	False
327	theblaze	right_bias	2018-09-21	"Commentary: No, Donald Trump didn't cause or worsen Hurricane Florence — here's the proof Accompanying every hurricane are numerous stories in mainstream media outlets suggesting disaster could have been averted had American elected officials done more to stop global warming, which left-wing pundits continue to insist is almost entirely being caused by humans' carbon dioxide (CO2) emissions. In article after article, pundits have claimed Republicans, especially President Donald Trump, are in some way responsible for Hurricane Florence. The Washington Post's editorial board — in an article titled ""Yes, you can blame President Trump for Hurricane Florence"" — even went so far as to say Trump was ""complicit"" for the storm. This is total nonsense. Not only are there countless good reasons to question the extent to which humans are contributing to global warming, there's no evidence indicating hurricanes have become significantly worse as a result of global warming. As Roy Spencer, Ph.D., an acclaimed climate scientist who previously worked for NASA, recently stated, ""The fact that there has been no long-term change in global hurricane activity, and even a 50 percent decrease in U.S. landfalling major hurricanes over the last 80 years, means no one is 'complicit' in these storms."" James Agresti, the president of the Just Facts think tank, rightly notes data appearing in the academic journal Geophysical Research Letters show ""the global number and intensity of cyclones, hurricanes, and major hurricanes have been roughly level for the past four-to-five decades."" Some have said Florence was made worse because of warmer ocean waters caused by climate change, but that's also false. Writing for Climate Change Dispatch, Michael Bastasch explains, ""An analysis of Florence's path by Cato Institute meteorologist Ryan Maue showed ocean temperatures were 'abnormally cool' for most of the storm's trek through the Atlantic Ocean."" Even the United Nations' Intergovernmental Panel on Climate Change, one of the most notorious defenders of the theory humans are headed for a climate catastrophe, admitted in 2012 there ""is low confidence in long-term changes in tropical cyclone activity, after accounting for past changes in observing capabilities. However, over the satellite era, increases in the frequency and intensity of the strongest storms in the North Atlantic are robust. However, the cause of this increase is debated and there is low confidence in attribution of changes in tropical cyclone activity to human influence."" And if all that weren't enough, it's absolutely absurd to say Trump is any way responsible for global warming because even if it is true humans are the primary cause of warming, carbon dioxide emissions actually dropped in Trump's first two years in office. In 2017, the United States emitted 41.8 million fewer tons of CO2 than in 2016, the largest reduction in the world. And from 2006 to 2016, the United States has averaged an annual reduction in its carbon dioxide emissions of 1.2 percent, according to an analysis by BP. The reason the Washington Post and others are consistently alleging, despite overwhelming evidence to the contrary, that Republicans are somehow to blame for natural disasters such as Hurricane Florence is either because they know absolutely nothing about the topic or because they believe it will help Democrats win elections. Either way, you should stick to what the best-available science says, not the fear-mongering of anti-conservative zealots. Justin Haskins (Jhaskins@heartland. org) is executive editor of The Heartland Institute and the co-founder of StoppingSocialism. com."	True	False	True	False	False
330	thedailycaller	right_bias	2018-10-08	"A $240 Per Gallon Gas Tax To Fight Global Warming? New UN Report Suggests Carbon Pricing A United Nations special climate report suggests a tax on carbon dioxide emissions would need to be as high as $27,000 per ton at the end of the century to effectively limit global warming. For Americans, that's the same as a $240 per gallon tax on gasoline in the year 2100, should such a recommendation be adopted. In 2030, the report says a carbon tax would need to be as high as $5,500 — that's equivalent to a $49 per gallon gas tax. If you think that's an unlikely scenario, you're probably not wrong. However, it's what the Intergovernmental Panel on Climate Change's report, released Sunday night, sees as a policy option for reducing emissions enough to keep projected warming below 1.5 degrees Celsius. The IPCC's report is meant to galvanize political support for doubling down on the Paris climate accord ahead of a U.N. climate summit scheduled for December. The report calls for societal changes that are ""unprecedented in terms of scale"" in order to limit future global warming to below 1.5 degrees Celsius, the stretch goal of the Paris accord. However, the costs of meeting that goal are high based on the IPCC's own figures. (RELATED: Here's What The Media Won't Tell You About The U.N.'s New Climate Report)In order to effectively keep future warming below 1.5 degrees Celsius, the IPCC says carbon taxes would need to range from $135 to $5,500 per ton in 2030, $245 to $13,000 per ton in 2050, $420 to $17,000 per ton in 2070 and $690 to $27,000 per ton in 2100. To meet the goals of the Paris accord, which seeks to limit future warming to below 2 degrees Celsius, the IPCC says carbon taxes would have range between $10 and $200 in 2030 and $160 and $2,125 in 2100. That's equivalent to a gas tax as high as $1.70 per gallon in 2030 to nearly $19 per gallon at the end of the century. That's less onerous than limiting warming to 1.5 degrees Celsius, but still no walk in the park. California and many European countries have policies to price carbon dioxide emissions and mandate green energy, including cap-and-trade systems and carbon taxes. But carbon prices under those systems are nowhere near where the IPCC says they need to be. The IPCC said the ""price of carbon would need to increase significantly when a higher level of stringency is pursued."" However, the group's report tacitly acknowledges the unlikelihood that governments will enact astronomical taxes on energy."" hile the price of carbon is central to prompt mitigation pathways compatible with 1.5 [degree Celsius]-consistent pathways, a complementary mix of stringent policies is required,"" reads the IPCC's report. In the U.S., Republican lawmakers overwhelmingly passed a resolution opposed to carbon taxes in July. Democrats called for a price on carbon dioxide in their 2016 party platform, but they haven't made much effort on that front since the failure of cap-and-trade legislation in 2010. Republican Rep. Carlos Curbelo of Florida introduced carbon tax legislation shortly after all but five of his GOP colleagues in the House voted to oppose such a bill. Curbelo's bill would tax carbon dioxide at $23 a ton — nowhere near what the IPCC calls for. However, the IPCC suggested a lower carbon tax could be used in conjunction with command and control policies, like regulations and bans on coal plants, could achieve ""generate a 1.5˚C pathway for the U.S. electric sector."" But that point only serves to undermine Curbelo's bill, which would put a moratorium on some environmental regulations and possibly eliminate some if emissions goals are reached. The IPCC noted the ""literature indicates that the pricing of emissions is relevant but needs to be complemented with other policies to drive the required changes in line with 1.5°C-consistent cost-effective pathways."""	True	False	True	False	True
331	theblaze	right_bias	2018-11-09	"Federal judge blocks Keystone XL pipeline A federal judge blocked construction on the Keystone XL pipeline on Thursday. In a 54-page decision, Judge Brian Morris of the U.S. District Court in Montana granted an injunction to the Indigenous Environmental Network and Northern Plains Resource Council against the U.S. State Department, the TransCanada Keystone Pipeline, and the TransCanada Corporation. TransCanada is blocked from ""engaging in any activity in furtherance of the construction or operation of Keystone and associated facilities"" until the State Department can confirm that doing so would not violate the Administrative Procedure Act or the National Environmental Policy Act. Morris had ruled in August that the State Department had to reach a conclusion on the environmental impacts of the pipeline, but determined Thursday that the department's analysis had left out information he considered to be crucial. He also accused the State Department of using  ""outdated information"" about potential environmental impacts instead of ""the best scientific and commercial data available."" These omissions require a remand with instructions to the Department to satisfy its obligations under NEPA,"" Morris wrote. In its initial report, the State Department had said that any climate related impacts from the pipeline ""would prove inconsequential."" However, Morris argued that the department had not given a ""reasoned explanation"" for how it came to this conclusion. TransCanada has claimed that the pipeline would result in few oil spills by decreasing the amount of oil being transported by rail, and lower greenhouse gas emissions by lowering the amount of oil being transported by ocean tanker. If constructed, the Keystone XL Pipeline would stretch from Hardisty, Alberta, to Nebraska, where it would connect to an existing pipeline going to the Gulf Coast. In November 2015, former President Barack Obama's administration blocked the pipeline's construction, citing potential environmental impact. Two days after taking office, President Donald Trump signed an executive order reauthorizing the pipeline."	True	False	False	False	False
