
==========================================
ID:	286
	hi5	['no', -1, -1, 'not_relevant']
	mo1	['no', -1, -1, 'not_relevant']
	mo2	['no', -1, -1, 'not_relevant']
	mo3	['no', -1, -1, 'not_relevant']

==========================================
ID:	559
	_ID	rt--2018-03-21--Next Deepwater Horizon disaster a matter of time Critics slam record offshore oil lease sale
	_mbfc	questionable_source
	_opinion	False
	_source	rt
	_text	-1
	_year	2018
	ar1	['yes', 'yes', -1, -1]
	ar1a	['yes', 'yes', -1, -1]
	ar1a_ents	[['â\x80\x98Next Deepwater Horizon disaster a matter of timeâ\x80\x99: Critics slam record offshore oil lease sale'], ['â\x80\x98Next Deepwater Horizon disaster a matter of timeâ\x80\x99: Critics slam record offshore oil lease sale'], -1, -1]
	ar2	['no', 'no', -1, -1]
	ar3	['no', 'no', -1, -1]
	ar4	['yes', 'yes', -1, -1]
	ar5	['yes', 'yes', -1, -1]
	ar6	['no', 'no', -1, -1]
	ar6_ents	[[], [], -1, -1]
	ar7	['yes', 'yes', -1, -1]
	ar7_ents	[['Trump 0'], ['Trump 0'], -1, -1]
	co1	['yes', 'yes', -1, -1]
	co2	['no', 'no', -1, -1]
	co3	['yes', 'yes', -1, -1]
	co4	['no', 'no', -1, -1]
	co4_ents_loser	[[], [], -1, -1]
	co4_ents_winner	[[], [], -1, -1]
	comm	['', '', -1, -1]
	ec1	['yes', 'yes', -1, -1]
	ec2	['no', 'yes', -1, -1]
	ec3	['yes', 'yes', -1, -1]
	hi1	['yes', 'yes', -1, -1]
	hi2	['no', 'no', -1, -1]
	hi3	['yes', 'yes', -1, -1]
	hi3_ents	[['other', 'Marine life in Gulf of Mexico'], ['our 3'], -1, -1]
	hi4	['yes', 'yes', -1, -1]
	hi4_ents	[['other', 'Oil industry'], ['other', 'the oil industry'], -1, -1]
	hi5	['no', 'no', -1, -1]
	mo1	['no', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'no', -1, -1]

==========================================
ID:	26
	_ID	thedailycaller--2019-11-06--Green New Deal Dems Toss Their Support Behind Report Pushing To Fast-Track Population Control
	_mbfc	right_bias
	_opinion	False
	_source	thedailycaller
	_text	-1
	_year	2019
	ar1	['yes', -1, -1, -1]
	ar1a	['yes', -1, -1, -1]
	ar1a_ents	[['Green New Deal Dems Toss Their Support Behind Report Pushing To Fast-Track Population Control'], -1, -1, -1]
	ar2	['no', -1, -1, -1]
	ar3	['no', -1, -1, -1]
	ar4	['no', -1, -1, -1]
	ar5	['yes', -1, -1, -1]
	ar6	['no', -1, -1, -1]
	ar6_ents	[[], -1, -1, -1]
	ar7	['yes', -1, -1, -1]
	ar7_ents	[['Rep. Alexandria Ocasio - Cortez and Sen. Ed Markey 3'], -1, -1, -1]
	co1	['yes', -1, -1, -1]
	co2	['yes', -1, -1, -1]
	co3	['no', -1, -1, -1]
	co4	['no', -1, -1, -1]
	co4_ents_loser	[[], -1, -1, -1]
	co4_ents_winner	[[], -1, -1, -1]
	comm	['', -1, -1, -1]
	ec1	['no', -1, -1, -1]
	ec2	['no', -1, -1, -1]
	ec3	['no', -1, -1, -1]
	hi1	['no', -1, -1, -1]
	hi2	['yes', -1, -1, -1]
	hi3	['no', -1, -1, -1]
	hi3_ents	[[], -1, -1, -1]
	hi4	['no', -1, -1, -1]
	hi4_ents	[[], -1, -1, -1]
	hi5	['no', -1, -1, -1]
	mo1	['no', -1, -1, -1]
	mo2	['no', -1, -1, -1]
	mo3	['no', -1, -1, -1]

==========================================
ID:	115
	_ID	thehuffingtonpost--2019-01-08--US Emissions Spike Undercuts Trump Administration Push For Fossil Fuel Use
	_mbfc	left_bias
	_opinion	False
	_source	thehuffingtonpost
	_text	-1
	_year	2019
	ar1	['yes', 'yes', -1, -1]
	ar1a	['yes', 'yes', -1, -1]
	ar1a_ents	[['U.S. Emissions Spike Undercuts Trump Administration Push For Fossil Fuel Use'], ['U.S. Emissions Spike Undercuts Trump Administration Push For Fossil Fuel Use'], -1, -1]
	ar2	['yes', 'no', -1, -1]
	ar3	['no', 'no', -1, -1]
	ar4	['yes', 'yes', -1, -1]
	ar5	['yes', 'yes', -1, -1]
	ar6	['yes', 'no', -1, -1]
	ar6_ents	[['other', 'Clean Power Plan'], [], -1, -1]
	ar7	['yes', 'yes', -1, -1]
	ar7_ents	[['other', 'Trump administration; greenhouse gas emissions'], ['The Trump administration 3'], -1, -1]
	co1	['yes', 'yes', -1, -1]
	co2	['no', 'no', -1, -1]
	co3	['yes', 'yes', -1, -1]
	co4	['no', 'no', -1, -1]
	co4_ents_loser	[[], [], -1, -1]
	co4_ents_winner	[[], [], -1, -1]
	comm	['', '', -1, -1]
	ec1	['no', 'no', -1, -1]
	ec2	['no', 'no', -1, -1]
	ec3	['yes', 'yes', -1, -1]
	hi1	['no', 'yes', -1, -1]
	hi2	['no', 'no', -1, -1]
	hi3	['no', 'yes', -1, -1]
	hi3_ents	[[], ['other', 'public health; federal and Native American land'], -1, -1]
	hi4	['no', 'yes', -1, -1]
	hi4_ents	[[], ['other', 'U.S economy'], -1, -1]
	hi5	['no', 'no', -1, -1]
	mo1	['no', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'no', -1, -1]

==========================================
ID:	40
	_ID	foxnews--2019-08-22--Sanders releases 16 trillion Green New Deal plan promises it will pay for itself
	_mbfc	right_bias
	_opinion	False
	_source	foxnews
	_text	-1
	_year	2019
	ar1	['yes', 'yes', -1, -1]
	ar1a	['yes', 'yes', -1, -1]
	ar1a_ents	[['Sanders releases $16 trillion â\x80\x98Green New Dealâ\x80\x99 plan, promises it will â\x80\x98pay for itselfâ\x80\x99'], ['Sanders releases $16 trillion â\x80\x98Green New Dealâ\x80\x99 plan, promises it will â\x80\x98pay for itselfâ\x80\x99'], -1, -1]
	ar2	['yes', 'yes', -1, -1]
	ar3	['no', 'no', -1, -1]
	ar4	['yes', 'yes', -1, -1]
	ar5	['no', 'no', -1, -1]
	ar6	['yes', 'yes', -1, -1]
	ar6_ents	[['the Green New Deal 2'], ['Sanders 1'], -1, -1]
	ar7	['no', 'no', -1, -1]
	ar7_ents	[[], [], -1, -1]
	co1	['no', 'yes', -1, -1]
	co2	['no', 'no', -1, -1]
	co3	['no', 'no', -1, -1]
	co4	['no', 'no', -1, -1]
	co4_ents_loser	[[], [], -1, -1]
	co4_ents_winner	[[], [], -1, -1]
	comm	['', '', -1, -1]
	ec1	['yes', 'yes', -1, -1]
	ec2	['yes', 'yes', -1, -1]
	ec3	['yes', 'yes', -1, -1]
	hi1	['no', 'no', -1, -1]
	hi2	['no', 'no', -1, -1]
	hi3	['no', 'no', -1, -1]
	hi3_ents	[[], [], -1, -1]
	hi4	['yes', 'no', -1, -1]
	hi4_ents	[['other', 'the US Economy'], [], -1, -1]
	hi5	['no', 'no', -1, -1]
	mo1	['no', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'no', -1, -1]

==========================================
ID:	698
	_ID	The Huffington Post--2017-08-02--Trump To Forgo Environmental Laws To Expedite Border Wall Construction.txt
	_mbfc	left_bias
	_opinion	False
	_source	The Huffington Post
	_text	-1
	_year	2017
	ar1	['yes', -1, -1, -1]
	ar1a	['yes', -1, -1, -1]
	ar1a_ents	[['Trump To Forgo Environmental Laws To Expedite Border Wall Construction'], -1, -1, -1]
	ar2	['no', -1, -1, -1]
	ar3	['no', -1, -1, -1]
	ar4	['yes', -1, -1, -1]
	ar5	['yes', -1, -1, -1]
	ar6	['no', -1, -1, -1]
	ar6_ents	[[], -1, -1, -1]
	ar7	['yes', -1, -1, -1]
	ar7_ents	[['The Trump administration 0'], -1, -1, -1]
	co1	['yes', -1, -1, -1]
	co2	['yes', -1, -1, -1]
	co3	['yes', -1, -1, -1]
	co4	['no', -1, -1, -1]
	co4_ents_loser	[[], -1, -1, -1]
	co4_ents_winner	[[], -1, -1, -1]
	comm	['', -1, -1, -1]
	ec1	['yes', -1, -1, -1]
	ec2	['yes', -1, -1, -1]
	ec3	['no', -1, -1, -1]
	hi1	['yes', -1, -1, -1]
	hi2	['no', -1, -1, -1]
	hi3	['yes', -1, -1, -1]
	hi3_ents	[['other', '93 threatened , endangered and candidate species'], -1, -1, -1]
	hi4	['no', -1, -1, -1]
	hi4_ents	[[], -1, -1, -1]
	hi5	['no', -1, -1, -1]
	mo1	['no', -1, -1, -1]
	mo2	['no', -1, -1, -1]
	mo3	['no', -1, -1, -1]

==========================================
ID:	833
	_ID	Breitbart--2017-06-02--In Embarrassing Anti-Trump Rant Schwarzenegger Misses the Point of Paris Climate Deal.txt
	_mbfc	questionable_source
	_opinion	False
	_source	Breitbart
	_text	-1
	_year	2017
	ar1	['yes', 'yes', -1, -1]
	ar1a	['yes', 'yes', -1, -1]
	ar1a_ents	[['In Embarrassing Anti-Trump Rant, Schwarzenegger Misses the Point of Paris Climate Deal'], ['In Embarrassing Anti-Trump Rant, Schwarzenegger Misses the Point of Paris Climate Deal'], -1, -1]
	ar2	['no', 'yes', -1, -1]
	ar3	['no', 'yes', -1, -1]
	ar4	['yes', 'n/a: problem is resolved', -1, -1]
	ar5	['no', 'no', -1, -1]
	ar6	['yes', 'no', -1, -1]
	ar6_ents	[['other', 'the EPA'], [], -1, -1]
	ar7	['yes', 'yes', -1, -1]
	ar7_ents	[['Schwarzenegger 2'], ['Schwarzenegger 2'], -1, -1]
	co1	['yes', 'yes', -1, -1]
	co2	['yes', 'yes', -1, -1]
	co3	['no', 'yes', -1, -1]
	co4	['no', 'yes', -1, -1]
	co4_ents_loser	[[], ['Schwarzenegger 2'], -1, -1]
	co4_ents_winner	[[], ['no_winner'], -1, -1]
	comm	['', '', -1, -1]
	ec1	['no', 'no', -1, -1]
	ec2	['no', 'no', -1, -1]
	ec3	['no', 'no', -1, -1]
	hi1	['yes', 'yes', -1, -1]
	hi2	['yes', 'yes', -1, -1]
	hi3	['yes', 'no', -1, -1]
	hi3_ents	[['other', 'the United States '], [], -1, -1]
	hi4	['no', 'yes', -1, -1]
	hi4_ents	[[], ['other', 'environment; humanity '], -1, -1]
	hi5	['no', 'no', -1, -1]
	mo1	['no', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'yes', -1, -1]

==========================================
ID:	162
	_ID	thenewyorktimes--2019-08-22--Bernie Sanderss Green New Deal A 16 Trillion Climate Plan
	_mbfc	left_center_bias
	_opinion	False
	_source	thenewyorktimes
	_text	-1
	_year	2019
	ar1	['yes', 'yes', -1, -1]
	ar1a	['yes', 'yes', -1, -1]
	ar1a_ents	[['Bernie Sandersâ\x80\x99s â\x80\x98Green New Dealâ\x80\x99: A $16 Trillion Climate Plan'], ['Bernie Sandersâ\x80\x99s â\x80\x98Green New Dealâ\x80\x99: A $16 Trillion Climate Plan'], -1, -1]
	ar2	['yes', 'yes', -1, -1]
	ar3	['no', 'no', -1, -1]
	ar4	['yes', 'yes', -1, -1]
	ar5	['no', 'no', -1, -1]
	ar6	['yes', 'yes', -1, -1]
	ar6_ents	[['other', 'Senator Bernie Sanders; the United States'], ['other', 'Green New Deal'], -1, -1]
	ar7	['yes', 'yes', -1, -1]
	ar7_ents	[['other', 'planet-warming greenhouse gases.'], ['other', 'global warming; economic inequality'], -1, -1]
	co1	['no', 'no', -1, -1]
	co2	['no', 'no', -1, -1]
	co3	['no', 'no', -1, -1]
	co4	['yes', 'no', -1, -1]
	co4_ents_loser	[['Inslee 1'], [], -1, -1]
	co4_ents_winner	[['Senator Bernie Sanders 0'], [], -1, -1]
	comm	['', '', -1, -1]
	ec1	['yes', 'no', -1, -1]
	ec2	['yes', 'yes', -1, -1]
	ec3	['no', 'no', -1, -1]
	hi1	['no', 'no', -1, -1]
	hi2	['no', 'no', -1, -1]
	hi3	['no', 'no', -1, -1]
	hi3_ents	[[], [], -1, -1]
	hi4	['no', 'no', -1, -1]
	hi4_ents	[[], [], -1, -1]
	hi5	['no', 'no', -1, -1]
	mo1	['no', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'no', -1, -1]

==========================================
ID:	813
	_ID	The Guardian--2017-07-18--California lawmakers extend program to cut emissions in bipartisan vote.txt
	_mbfc	left_center_bias
	_opinion	False
	_source	The Guardian
	_text	-1
	_year	2017
	ar1	['yes', 'yes', -1, -1]
	ar1a	['yes', 'yes', -1, -1]
	ar1a_ents	[['California lawmakers extend program to cut emissions in bipartisan vote'], ['California lawmakers extend program to cut emissions in bipartisan vote'], -1, -1]
	ar2	['yes', 'yes', -1, -1]
	ar3	['no', 'no', -1, -1]
	ar4	['yes', 'yes', -1, -1]
	ar5	['yes', 'no', -1, -1]
	ar6	['yes', 'yes', -1, -1]
	ar6_ents	[['California 0'], ['voted 1'], -1, -1]
	ar7	['yes', 'yes', -1, -1]
	ar7_ents	[['37 oil , gas and coal companies 5'], ['Donald Trump â\x80\x99s 3'], -1, -1]
	co1	['no', 'yes', -1, -1]
	co2	['no', 'yes', -1, -1]
	co3	['yes', 'yes', -1, -1]
	co4	['yes', 'yes', -1, -1]
	co4_ents_loser	[['no_loser'], ['Donald Trump â\x80\x99s 3'], -1, -1]
	co4_ents_winner	[['California 0'], ['California 0'], -1, -1]
	comm	['', '', -1, -1]
	ec1	['yes', 'yes', -1, -1]
	ec2	['no', 'yes', -1, -1]
	ec3	['yes', 'yes', -1, -1]
	hi1	['no', 'no', -1, -1]
	hi2	['no', 'no', -1, -1]
	hi3	['no', 'no', -1, -1]
	hi3_ents	[[], [], -1, -1]
	hi4	['yes', 'yes', -1, -1]
	hi4_ents	[['California 0'], ['California 0'], -1, -1]
	hi5	['no', 'no', -1, -1]
	mo1	['no', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'no', -1, -1]

==========================================
ID:	733
	_ID	Vox--2017-06-01--Video President Trump pulls US out of Paris climate deal.txt
	_mbfc	left_bias
	_opinion	False
	_source	Vox
	_text	-1
	_year	2017
	ar1	['yes', 'yes', -1, 'yes']
	ar1a	['yes', 'yes', -1, 'no']
	ar1a_ents	[['Video: President Trump pulls US out of Paris climate deal'], ['VIdeo: President Trump pulls US out of Paris climate deal'], -1, ["Trump pulls out of Paris climate deal despite America's high emissions and debate within the White House"]]
	ar2	['yes', 'no', -1, 'no']
	ar3	['no', 'no', -1, 'no']
	ar4	['yes', 'yes', -1, 'no']
	ar5	['yes', 'no', -1, 'no']
	ar6	['yes', 'no', -1, 'no']
	ar6_ents	[['the Paris climate accord 2'], [], -1, []]
	ar7	['yes', 'yes', -1, 'yes']
	ar7_ents	[['President Donald Trump 0'], ['President Donald Trump 0'], -1, ['President Donald Trump 0']]
	co1	['no', 'yes', -1, 'yes']
	co2	['no', 'no', -1, 'no']
	co3	['yes', 'yes', -1, 'yes']
	co4	['yes', 'no', -1, 'no']
	co4_ents_loser	[['other', 'environmental regulation'], [], -1, []]
	co4_ents_winner	[['other', 'fossil fuel companies'], [], -1, []]
	comm	['', '', -1, '']
	ec1	['no', 'no', -1, 'no']
	ec2	['no', 'no', -1, 'no']
	ec3	['no', 'no', -1, 'no']
	hi1	['no', 'no', -1, 'no']
	hi2	['no', 'no', -1, 'no']
	hi3	['yes', 'yes', -1, 'yes']
	hi3_ents	[['other', 'environmental regulation'], ['the United States 1'], -1, ['the United States 1']]
	hi4	['no', 'no', -1, 'no']
	hi4_ents	[[], [], -1, []]
	hi5	['no', 'no', -1, 'no']
	mo1	['no', 'no', -1, 'no']
	mo2	['no', 'no', -1, 'no']
	mo3	['no', 'no', -1, 'no']

==========================================
ID:	812
	_ID	BBC--2017-10-30--Record surge in atmospheric CO2 seen in 2016.txt
	_mbfc	left_center_bias
	_opinion	False
	_source	BBC
	_text	-1
	_year	2017
	ar1	['yes', -1, -1, 'yes']
	ar1a	['yes', -1, -1, 'yes']
	ar1a_ents	[['Record surge in atmospheric CO2 seen in 2016'], -1, -1, ['Record surge in atmospheric CO2 seen in 2016']]
	ar2	['yes', -1, -1, 'yes']
	ar3	['no', -1, -1, 'no']
	ar4	['yes', -1, -1, 'yes']
	ar5	['yes', -1, -1, 'yes']
	ar6	['yes', -1, -1, 'yes']
	ar6_ents	[['the Paris agreement 5'], -1, -1, ['the Paris agreement 5']]
	ar7	['yes', -1, -1, 'yes']
	ar7_ents	[['other', 'human activities; El NiÃ±o weather phenomenon'], -1, -1, ['other', 'human activities and the El NiÃ±o weather phenomenon']]
	co1	['no', -1, -1, 'no']
	co2	['no', -1, -1, 'no']
	co3	['no', -1, -1, 'no']
	co4	['no', -1, -1, 'no']
	co4_ents_loser	[[], -1, -1, []]
	co4_ents_winner	[[], -1, -1, []]
	comm	['', -1, -1, '']
	ec1	['no', -1, -1, 'no']
	ec2	['no', -1, -1, 'no']
	ec3	['no', -1, -1, 'no']
	hi1	['no', -1, -1, 'no']
	hi2	['no', -1, -1, 'no']
	hi3	['no', -1, -1, 'no']
	hi3_ents	[[], -1, -1, []]
	hi4	['no', -1, -1, 'no']
	hi4_ents	[[], -1, -1, []]
	hi5	['no', -1, -1, 'no']
	mo1	['no', -1, -1, 'no']
	mo2	['no', -1, -1, 'no']
	mo3	['no', -1, -1, 'no']

==========================================
ID:	315
	_ID	foxnews--2018-09-19--California Gov Brown on Trump Somethings got to happen to this guyhes going to undermine Ame
	_mbfc	right_bias
	_opinion	False
	_source	foxnews
	_text	-1
	_year	2018
	ar1	['yes', 'yes', -1, -1]
	ar1a	['yes', 'yes', -1, -1]
	ar1a_ents	[["California Gov. Brown on Trump: 'Something's got to happen to this guy...he's going to undermine America'"], ["California Gov. Brown on Trump: 'Something's got to happen to this guy...he's going to undermine America'"], -1, -1]
	ar2	['yes', 'yes', -1, -1]
	ar3	['no', 'no', -1, -1]
	ar4	['yes', 'yes', -1, -1]
	ar5	['yes', 'no', -1, -1]
	ar6	['yes', 'yes', -1, -1]
	ar6_ents	[['other', 'California'], ['California Gov. Jerry Brown 0'], -1, -1]
	ar7	['yes', 'yes', -1, -1]
	ar7_ents	[['President Trump 2'], ['President Trump 2'], -1, -1]
	co1	['yes', 'yes', -1, -1]
	co2	['yes', 'yes', -1, -1]
	co3	['no', 'no', -1, -1]
	co4	['no', 'no', -1, -1]
	co4_ents_loser	[[], [], -1, -1]
	co4_ents_winner	[[], [], -1, -1]
	comm	['', '', -1, -1]
	ec1	['no', 'no', -1, -1]
	ec2	['no', 'no', -1, -1]
	ec3	['no', 'no', -1, -1]
	hi1	['no', 'yes', -1, -1]
	hi2	['yes', 'yes', -1, -1]
	hi3	['yes', 'yes', -1, -1]
	hi3_ents	[['other', 'America'], ['the country 1'], -1, -1]
	hi4	['no', 'no', -1, -1]
	hi4_ents	[[], [], -1, -1]
	hi5	['no', 'no', -1, -1]
	mo1	['no', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'no', -1, -1]

==========================================
ID:	177
	_ID	bbc--2019-05-30--The sea-cooled eco-resort thats nearly mosquito-free
	_mbfc	left_center_bias
	_opinion	False
	_source	bbc
	_text	-1
	_year	2019
	ar1	['yes', 'yes', -1, -1]
	ar1a	['no', 'no', -1, -1]
	ar1a_ents	[['How eco-tourism can reduce tourisms carbon footprint.'], ['tourism resorts need to start. becoming eco-friendly '], -1, -1]
	ar2	['yes', 'yes', -1, -1]
	ar3	['no', 'no', -1, -1]
	ar4	['yes', 'yes', -1, -1]
	ar5	['no', 'yes', -1, -1]
	ar6	['yes', 'yes', -1, -1]
	ar6_ents	[['other', 'eco-tourism'], ['The Brando 0'], -1, -1]
	ar7	['yes', 'yes', -1, -1]
	ar7_ents	[['other', "tourism's carbon footprint"], ['Rats 6'], -1, -1]
	co1	['no', 'no', -1, -1]
	co2	['no', 'no', -1, -1]
	co3	['no', 'no', -1, -1]
	co4	['no', 'no', -1, -1]
	co4_ents_loser	[[], [], -1, -1]
	co4_ents_winner	[[], [], -1, -1]
	comm	['', '', -1, -1]
	ec1	['no', 'no', -1, -1]
	ec2	['yes', 'yes', -1, -1]
	ec3	['no', 'no', -1, -1]
	hi1	['no', 'yes', -1, -1]
	hi2	['no', 'no', -1, -1]
	hi3	['no', 'yes', -1, -1]
	hi3_ents	[[], ['Tetiaroa - a stunning atoll north of Tahiti 1'], -1, -1]
	hi4	['no', 'yes', -1, -1]
	hi4_ents	[[], ['Tetiaroa - a stunning atoll north of Tahiti 1'], -1, -1]
	hi5	['yes', 'no', -1, -1]
	mo1	['yes', 'no', -1, -1]
	mo2	['no', 'no', -1, -1]
	mo3	['no', 'no', -1, -1]

==========================================
ID:	174
	_ID	cnbc--2019-01-02--Trumps war on energy and environmental regulation is about to face the Spanish Inquisition
	_mbfc	left_center_bias
	_opinion	False
	_source	cnbc
	_text	-1
	_year	2019
